"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"20.12.2019 15:15 - 20.12.2019 15:30","64568","61899"
"20.12.2019 15:30 - 20.12.2019 15:45","64649","62232"
"20.12.2019 15:45 - 20.12.2019 16:00","64436","62309"
"20.12.2019 16:00 - 20.12.2019 16:15","64859","63020"
"20.12.2019 16:15 - 20.12.2019 16:30","64990","63456"
"20.12.2019 16:30 - 20.12.2019 16:45","65933","64207"
"20.12.2019 16:45 - 20.12.2019 17:00","66592","64616"
"20.12.2019 17:00 - 20.12.2019 17:15","67062","65087"
"20.12.2019 17:15 - 20.12.2019 17:30","67047","64941"
"20.12.2019 17:30 - 20.12.2019 17:45","67051","64785"
"20.12.2019 17:45 - 20.12.2019 18:00","66819","64735"
"20.12.2019 18:00 - 20.12.2019 18:15","66469","64358"
"20.12.2019 18:15 - 20.12.2019 18:30","66274","63940"
"20.12.2019 18:30 - 20.12.2019 18:45","65807","63639"
"20.12.2019 18:45 - 20.12.2019 19:00","65334","63152"
"20.12.2019 19:00 - 20.12.2019 19:15","65066","62688"
"20.12.2019 19:15 - 20.12.2019 19:30","64056","61986"
"20.12.2019 19:30 - 20.12.2019 19:45","63675","61385"
"20.12.2019 19:45 - 20.12.2019 20:00","63272","60872"
"20.12.2019 20:00 - 20.12.2019 20:15","61811","59646"
"20.12.2019 20:15 - 20.12.2019 20:30","60798","58574"
"20.12.2019 20:30 - 20.12.2019 20:45","59968","57469"
"20.12.2019 20:45 - 20.12.2019 21:00","59097","56609"
"20.12.2019 21:00 - 20.12.2019 21:15","58270","55825"
"20.12.2019 21:15 - 20.12.2019 21:30","57715","55242"
"20.12.2019 21:30 - 20.12.2019 21:45","56913","54656"
"20.12.2019 21:45 - 20.12.2019 22:00","56483","54020"
"20.12.2019 22:00 - 20.12.2019 22:15","56373","53885"
"20.12.2019 22:15 - 20.12.2019 22:30","55737","53145"
"20.12.2019 22:30 - 20.12.2019 22:45","55036","52206"
"20.12.2019 22:45 - 20.12.2019 23:00","54075","51297"
"20.12.2019 23:00 - 20.12.2019 23:15","53163","49919"
"20.12.2019 23:15 - 20.12.2019 23:30","52221","48963"
"20.12.2019 23:30 - 20.12.2019 23:45","51459","48162"
"20.12.2019 23:45 - 21.12.2019 00:00","50725","47282"
"21.12.2019 00:00 - 21.12.2019 00:15","48163","46035"
"21.12.2019 00:15 - 21.12.2019 00:30","47171","45624"
"21.12.2019 00:30 - 21.12.2019 00:45","46569","45284"
"21.12.2019 00:45 - 21.12.2019 01:00","46172","44974"
"21.12.2019 01:00 - 21.12.2019 01:15","45415","44323"
"21.12.2019 01:15 - 21.12.2019 01:30","44912","43745"
"21.12.2019 01:30 - 21.12.2019 01:45","44561","43675"
"21.12.2019 01:45 - 21.12.2019 02:00","44190","43242"
"21.12.2019 02:00 - 21.12.2019 02:15","43765","42858"
"21.12.2019 02:15 - 21.12.2019 02:30","43694","42534"
"21.12.2019 02:30 - 21.12.2019 02:45","43493","42507"
"21.12.2019 02:45 - 21.12.2019 03:00","43504","42343"
"21.12.2019 03:00 - 21.12.2019 03:15","43387","42205"
"21.12.2019 03:15 - 21.12.2019 03:30","43338","42290"
"21.12.2019 03:30 - 21.12.2019 03:45","43377","42454"
"21.12.2019 03:45 - 21.12.2019 04:00","43381","42549"
"21.12.2019 04:00 - 21.12.2019 04:15","43477","42911"
"21.12.2019 04:15 - 21.12.2019 04:30","43613","43136"
"21.12.2019 04:30 - 21.12.2019 04:45","43698","43110"
"21.12.2019 04:45 - 21.12.2019 05:00","43648","43315"
"21.12.2019 05:00 - 21.12.2019 05:15","43984","43581"
"21.12.2019 05:15 - 21.12.2019 05:30","43992","43511"
"21.12.2019 05:30 - 21.12.2019 05:45","43875","43755"
"21.12.2019 05:45 - 21.12.2019 06:00","44080","43523"
"21.12.2019 06:00 - 21.12.2019 06:15","44439","43971"
"21.12.2019 06:15 - 21.12.2019 06:30","45059","44371"
"21.12.2019 06:30 - 21.12.2019 06:45","45749","44854"
"21.12.2019 06:45 - 21.12.2019 07:00","46350","45220"
"21.12.2019 07:00 - 21.12.2019 07:15","47629","46428"
"21.12.2019 07:15 - 21.12.2019 07:30","48321","47249"
"21.12.2019 07:30 - 21.12.2019 07:45","49233","48318"
"21.12.2019 07:45 - 21.12.2019 08:00","50247","49032"
"21.12.2019 08:00 - 21.12.2019 08:15","51432","50034"
"21.12.2019 08:15 - 21.12.2019 08:30","51972","50779"
"21.12.2019 08:30 - 21.12.2019 08:45","52521","51642"
"21.12.2019 08:45 - 21.12.2019 09:00","53356","52225"
"21.12.2019 09:00 - 21.12.2019 09:15","54102","53385"
"21.12.2019 09:15 - 21.12.2019 09:30","54763","53791"
"21.12.2019 09:30 - 21.12.2019 09:45","55479","54462"
"21.12.2019 09:45 - 21.12.2019 10:00","56073","54810"
"21.12.2019 10:00 - 21.12.2019 10:15","56381","55220"
"21.12.2019 10:15 - 21.12.2019 10:30","56644","55468"
"21.12.2019 10:30 - 21.12.2019 10:45","56893","55561"
"21.12.2019 10:45 - 21.12.2019 11:00","57038","55693"
"21.12.2019 11:00 - 21.12.2019 11:15","57460","55359"
"21.12.2019 11:15 - 21.12.2019 11:30","58024","55808"
"21.12.2019 11:30 - 21.12.2019 11:45","58176","56226"
"21.12.2019 11:45 - 21.12.2019 12:00","58336","56244"
"21.12.2019 12:00 - 21.12.2019 12:15","57938","56117"
"21.12.2019 12:15 - 21.12.2019 12:30","57729","55783"
"21.12.2019 12:30 - 21.12.2019 12:45","57089","55754"
"21.12.2019 12:45 - 21.12.2019 13:00","56718","55623"
"21.12.2019 13:00 - 21.12.2019 13:15","56205","55293"
"21.12.2019 13:15 - 21.12.2019 13:30","56013","54674"
"21.12.2019 13:30 - 21.12.2019 13:45","55709","54184"
"21.12.2019 13:45 - 21.12.2019 14:00","55349","53915"
"21.12.2019 14:00 - 21.12.2019 14:15","55210","53541"
"21.12.2019 14:15 - 21.12.2019 14:30","55074","53425"
"21.12.2019 14:30 - 21.12.2019 14:45","54872","53108"
"21.12.2019 14:45 - 21.12.2019 15:00","54804","53033"
"21.12.2019 15:00 - 21.12.2019 15:15","54786","53536"
"21.12.2019 15:15 - 21.12.2019 15:30","54746","53588"
"21.12.2019 15:30 - 21.12.2019 15:45","54710","53975"
"21.12.2019 15:45 - 21.12.2019 16:00","54850","53970"
"21.12.2019 16:00 - 21.12.2019 16:15","55304","54428"
"21.12.2019 16:15 - 21.12.2019 16:30","55813","55373"
"21.12.2019 16:30 - 21.12.2019 16:45","57042","56338"
"21.12.2019 16:45 - 21.12.2019 17:00","57943","57374"
"21.12.2019 17:00 - 21.12.2019 17:15","58824","57608"
"21.12.2019 17:15 - 21.12.2019 17:30","58958","57888"
"21.12.2019 17:30 - 21.12.2019 17:45","59189","58359"
"21.12.2019 17:45 - 21.12.2019 18:00","59203","58754"
"21.12.2019 18:00 - 21.12.2019 18:15","59428","58744"
"21.12.2019 18:15 - 21.12.2019 18:30","59211","58412"
"21.12.2019 18:30 - 21.12.2019 18:45","58747","58223"
"21.12.2019 18:45 - 21.12.2019 19:00","58215","57897"
"21.12.2019 19:00 - 21.12.2019 19:15","58062","57729"
"21.12.2019 19:15 - 21.12.2019 19:30","57187","57073"
"21.12.2019 19:30 - 21.12.2019 19:45","56684","56594"
"21.12.2019 19:45 - 21.12.2019 20:00","56017","56108"
"21.12.2019 20:00 - 21.12.2019 20:15","54986","55133"
"21.12.2019 20:15 - 21.12.2019 20:30","53723","54003"
"21.12.2019 20:30 - 21.12.2019 20:45","53181","53021"
"21.12.2019 20:45 - 21.12.2019 21:00","52417","52302"
"21.12.2019 21:00 - 21.12.2019 21:15","51781","51861"
"21.12.2019 21:15 - 21.12.2019 21:30","51287","51355"
"21.12.2019 21:30 - 21.12.2019 21:45","50981","50575"
"21.12.2019 21:45 - 21.12.2019 22:00","50768","49997"
"21.12.2019 22:00 - 21.12.2019 22:15","50997","50236"
"21.12.2019 22:15 - 21.12.2019 22:30","50523","49594"
"21.12.2019 22:30 - 21.12.2019 22:45","49869","48734"
"21.12.2019 22:45 - 21.12.2019 23:00","49264","47888"
"21.12.2019 23:00 - 21.12.2019 23:15","48398","47059"
"21.12.2019 23:15 - 21.12.2019 23:30","47747","46213"
"21.12.2019 23:30 - 21.12.2019 23:45","47009","45476"
"21.12.2019 23:45 - 22.12.2019 00:00","46320","44959"
"22.12.2019 00:00 - 22.12.2019 00:15","46685","44544"
"22.12.2019 00:15 - 22.12.2019 00:30","45649","44002"
"22.12.2019 00:30 - 22.12.2019 00:45","45218","43735"
"22.12.2019 00:45 - 22.12.2019 01:00","44753","43434"
"22.12.2019 01:00 - 22.12.2019 01:15","43865","42792"
"22.12.2019 01:15 - 22.12.2019 01:30","42824","42249"
"22.12.2019 01:30 - 22.12.2019 01:45","42736","41886"
"22.12.2019 01:45 - 22.12.2019 02:00","42443","41724"
"22.12.2019 02:00 - 22.12.2019 02:15","42075","41648"
"22.12.2019 02:15 - 22.12.2019 02:30","41989","41757"
"22.12.2019 02:30 - 22.12.2019 02:45","41618","41588"
"22.12.2019 02:45 - 22.12.2019 03:00","41648","41366"
"22.12.2019 03:00 - 22.12.2019 03:15","41496","41278"
"22.12.2019 03:15 - 22.12.2019 03:30","41549","41151"
"22.12.2019 03:30 - 22.12.2019 03:45","41416","40935"
"22.12.2019 03:45 - 22.12.2019 04:00","41537","40976"
"22.12.2019 04:00 - 22.12.2019 04:15","41639","41132"
"22.12.2019 04:15 - 22.12.2019 04:30","41805","40906"
"22.12.2019 04:30 - 22.12.2019 04:45","41710","41004"
"22.12.2019 04:45 - 22.12.2019 05:00","41594","41090"
"22.12.2019 05:00 - 22.12.2019 05:15","41633","41059"
"22.12.2019 05:15 - 22.12.2019 05:30","41617","40990"
"22.12.2019 05:30 - 22.12.2019 05:45","41521","40853"
"22.12.2019 05:45 - 22.12.2019 06:00","41938","40732"
"22.12.2019 06:00 - 22.12.2019 06:15","41907","40071"
"22.12.2019 06:15 - 22.12.2019 06:30","41138","40188"
"22.12.2019 06:30 - 22.12.2019 06:45","41118","40238"
"22.12.2019 06:45 - 22.12.2019 07:00","42101","40509"
"22.12.2019 07:00 - 22.12.2019 07:15","42753","41060"
"22.12.2019 07:15 - 22.12.2019 07:30","43238","41529"
"22.12.2019 07:30 - 22.12.2019 07:45","44357","42195"
"22.12.2019 07:45 - 22.12.2019 08:00","45239","42918"
"22.12.2019 08:00 - 22.12.2019 08:15","46016","44462"
"22.12.2019 08:15 - 22.12.2019 08:30","46496","45045"
"22.12.2019 08:30 - 22.12.2019 08:45","47221","45698"
"22.12.2019 08:45 - 22.12.2019 09:00","48208","46534"
"22.12.2019 09:00 - 22.12.2019 09:15","49119","47667"
"22.12.2019 09:15 - 22.12.2019 09:30","50165","48254"
"22.12.2019 09:30 - 22.12.2019 09:45","50828","49049"
"22.12.2019 09:45 - 22.12.2019 10:00","51455","49641"
"22.12.2019 10:00 - 22.12.2019 10:15","52004","50269"
"22.12.2019 10:15 - 22.12.2019 10:30","52714","50736"
"22.12.2019 10:30 - 22.12.2019 10:45","52973","51179"
"22.12.2019 10:45 - 22.12.2019 11:00","53205","51792"
"22.12.2019 11:00 - 22.12.2019 11:15","53873","52548"
"22.12.2019 11:15 - 22.12.2019 11:30","54698","53180"
"22.12.2019 11:30 - 22.12.2019 11:45","55190","53657"
"22.12.2019 11:45 - 22.12.2019 12:00","55244","53840"
"22.12.2019 12:00 - 22.12.2019 12:15","55280","53837"
"22.12.2019 12:15 - 22.12.2019 12:30","54863","53617"
"22.12.2019 12:30 - 22.12.2019 12:45","54502","53247"
"22.12.2019 12:45 - 22.12.2019 13:00","54279","52802"
"22.12.2019 13:00 - 22.12.2019 13:15","53690","52443"
"22.12.2019 13:15 - 22.12.2019 13:30","53309","51920"
"22.12.2019 13:30 - 22.12.2019 13:45","52751","51563"
"22.12.2019 13:45 - 22.12.2019 14:00","52602","51205"
"22.12.2019 14:00 - 22.12.2019 14:15","52407","50979"
"22.12.2019 14:15 - 22.12.2019 14:30","52106","50621"
"22.12.2019 14:30 - 22.12.2019 14:45","51625","50388"
"22.12.2019 14:45 - 22.12.2019 15:00","51712","50216"
"22.12.2019 15:00 - 22.12.2019 15:15","51749","50701"
"22.12.2019 15:15 - 22.12.2019 15:30","51606","50396"
"22.12.2019 15:30 - 22.12.2019 15:45","51579","50468"
"22.12.2019 15:45 - 22.12.2019 16:00","51939","51001"
"22.12.2019 16:00 - 22.12.2019 16:15","52532","51668"
"22.12.2019 16:15 - 22.12.2019 16:30","52699","52169"
"22.12.2019 16:30 - 22.12.2019 16:45","54177","52922"
"22.12.2019 16:45 - 22.12.2019 17:00","55119","53760"
"22.12.2019 17:00 - 22.12.2019 17:15","56114","54411"
"22.12.2019 17:15 - 22.12.2019 17:30","56500","54524"
"22.12.2019 17:30 - 22.12.2019 17:45","57047","55086"
"22.12.2019 17:45 - 22.12.2019 18:00","57082","55288"
"22.12.2019 18:00 - 22.12.2019 18:15","57486","55533"
"22.12.2019 18:15 - 22.12.2019 18:30","57433","55446"
"22.12.2019 18:30 - 22.12.2019 18:45","57150","55304"
"22.12.2019 18:45 - 22.12.2019 19:00","56343","55134"
"22.12.2019 19:00 - 22.12.2019 19:15","56802","54722"
"22.12.2019 19:15 - 22.12.2019 19:30","55921","54159"
"22.12.2019 19:30 - 22.12.2019 19:45","55550","53917"
"22.12.2019 19:45 - 22.12.2019 20:00","54879","53257"
"22.12.2019 20:00 - 22.12.2019 20:15","54571","52624"
"22.12.2019 20:15 - 22.12.2019 20:30","53620","51934"
"22.12.2019 20:30 - 22.12.2019 20:45","53385","51139"
"22.12.2019 20:45 - 22.12.2019 21:00","52615","50686"
"22.12.2019 21:00 - 22.12.2019 21:15","52118","50448"
"22.12.2019 21:15 - 22.12.2019 21:30","51768","50068"
"22.12.2019 21:30 - 22.12.2019 21:45","51126","49729"
"22.12.2019 21:45 - 22.12.2019 22:00","51594","49641"
"22.12.2019 22:00 - 22.12.2019 22:15","51969","50049"
"22.12.2019 22:15 - 22.12.2019 22:30","51469","49412"
"22.12.2019 22:30 - 22.12.2019 22:45","51406","48476"
"22.12.2019 22:45 - 22.12.2019 23:00","50476","47963"
"22.12.2019 23:00 - 22.12.2019 23:15","49489","46947"
"22.12.2019 23:15 - 22.12.2019 23:30","48663","46122"
"22.12.2019 23:30 - 22.12.2019 23:45","47863","45307"
"22.12.2019 23:45 - 23.12.2019 00:00","47485","44876"
"23.12.2019 00:00 - 23.12.2019 00:15","45760","44090"
"23.12.2019 00:15 - 23.12.2019 00:30","45015","43433"
"23.12.2019 00:30 - 23.12.2019 00:45","44540","43054"
"23.12.2019 00:45 - 23.12.2019 01:00","44050","42356"
"23.12.2019 01:00 - 23.12.2019 01:15","43196","41633"
"23.12.2019 01:15 - 23.12.2019 01:30","42297","41104"
"23.12.2019 01:30 - 23.12.2019 01:45","42288","40753"
"23.12.2019 01:45 - 23.12.2019 02:00","41920","40665"
"23.12.2019 02:00 - 23.12.2019 02:15","41571","40138"
"23.12.2019 02:15 - 23.12.2019 02:30","41441","40036"
"23.12.2019 02:30 - 23.12.2019 02:45","41065","39946"
"23.12.2019 02:45 - 23.12.2019 03:00","41170","39926"
"23.12.2019 03:00 - 23.12.2019 03:15","41065","39995"
"23.12.2019 03:15 - 23.12.2019 03:30","41094","40132"
"23.12.2019 03:30 - 23.12.2019 03:45","41012","40369"
"23.12.2019 03:45 - 23.12.2019 04:00","41186","40553"
"23.12.2019 04:00 - 23.12.2019 04:15","41449","40962"
"23.12.2019 04:15 - 23.12.2019 04:30","41812","41449"
"23.12.2019 04:30 - 23.12.2019 04:45","41966","42003"
"23.12.2019 04:45 - 23.12.2019 05:00","42203","42408"
"23.12.2019 05:00 - 23.12.2019 05:15","43338","43395"
"23.12.2019 05:15 - 23.12.2019 05:30","43791","43542"
"23.12.2019 05:30 - 23.12.2019 05:45","44469","44179"
"23.12.2019 05:45 - 23.12.2019 06:00","45721","44520"
"23.12.2019 06:00 - 23.12.2019 06:15","48263","45731"
"23.12.2019 06:15 - 23.12.2019 06:30","50027","46498"
"23.12.2019 06:30 - 23.12.2019 06:45","51715","47211"
"23.12.2019 06:45 - 23.12.2019 07:00","52580","48276"
"23.12.2019 07:00 - 23.12.2019 07:15","54722","49478"
"23.12.2019 07:15 - 23.12.2019 07:30","55518","50436"
"23.12.2019 07:30 - 23.12.2019 07:45","56344","51457"
"23.12.2019 07:45 - 23.12.2019 08:00","57408","52523"
"23.12.2019 08:00 - 23.12.2019 08:15","58205","53900"
"23.12.2019 08:15 - 23.12.2019 08:30","58099","54300"
"23.12.2019 08:30 - 23.12.2019 08:45","58382","54825"
"23.12.2019 08:45 - 23.12.2019 09:00","58841","55088"
"23.12.2019 09:00 - 23.12.2019 09:15","58806","55576"
"23.12.2019 09:15 - 23.12.2019 09:30","59160","56073"
"23.12.2019 09:30 - 23.12.2019 09:45","59488","56465"
"23.12.2019 09:45 - 23.12.2019 10:00","59713","56847"
"23.12.2019 10:00 - 23.12.2019 10:15","59761","56902"
"23.12.2019 10:15 - 23.12.2019 10:30","59985","56939"
"23.12.2019 10:30 - 23.12.2019 10:45","60240","57061"
"23.12.2019 10:45 - 23.12.2019 11:00","60440","57345"
"23.12.2019 11:00 - 23.12.2019 11:15","60741","57737"
"23.12.2019 11:15 - 23.12.2019 11:30","61084","58205"
"23.12.2019 11:30 - 23.12.2019 11:45","61415","58698"
"23.12.2019 11:45 - 23.12.2019 12:00","61430","58707"
"23.12.2019 12:00 - 23.12.2019 12:15","61334","58623"
"23.12.2019 12:15 - 23.12.2019 12:30","61168","58593"
"23.12.2019 12:30 - 23.12.2019 12:45","61111","58539"
"23.12.2019 12:45 - 23.12.2019 13:00","61151","58202"
"23.12.2019 13:00 - 23.12.2019 13:15","60956","57993"
"23.12.2019 13:15 - 23.12.2019 13:30","60608","57707"
"23.12.2019 13:30 - 23.12.2019 13:45","60155","57393"
"23.12.2019 13:45 - 23.12.2019 14:00","59764","57122"
"23.12.2019 14:00 - 23.12.2019 14:15","59487","56918"
"23.12.2019 14:15 - 23.12.2019 14:30","59328","56641"
"23.12.2019 14:30 - 23.12.2019 14:45","59229","56257"
"23.12.2019 14:45 - 23.12.2019 15:00","59136","56183"
"23.12.2019 15:00 - 23.12.2019 15:15","59237","56564"
"23.12.2019 15:15 - 23.12.2019 15:30","59054","56213"
"23.12.2019 15:30 - 23.12.2019 15:45","58940","56109"
"23.12.2019 15:45 - 23.12.2019 16:00","58873","56258"
"23.12.2019 16:00 - 23.12.2019 16:15","59143","56991"
"23.12.2019 16:15 - 23.12.2019 16:30","59230","57419"
"23.12.2019 16:30 - 23.12.2019 16:45","60268","58512"
"23.12.2019 16:45 - 23.12.2019 17:00","60894","59517"
"23.12.2019 17:00 - 23.12.2019 17:15","61536","60097"
"23.12.2019 17:15 - 23.12.2019 17:30","61761","60164"
"23.12.2019 17:30 - 23.12.2019 17:45","61938","60338"
"23.12.2019 17:45 - 23.12.2019 18:00","61806","60320"
"23.12.2019 18:00 - 23.12.2019 18:15","61602","60190"
"23.12.2019 18:15 - 23.12.2019 18:30","61435","59901"
"23.12.2019 18:30 - 23.12.2019 18:45","61163","59647"
"23.12.2019 18:45 - 23.12.2019 19:00","60666","59167"
"23.12.2019 19:00 - 23.12.2019 19:15","60688","58735"
"23.12.2019 19:15 - 23.12.2019 19:30","59804","58069"
"23.12.2019 19:30 - 23.12.2019 19:45","59428","57588"
"23.12.2019 19:45 - 23.12.2019 20:00","58817","57075"
"23.12.2019 20:00 - 23.12.2019 20:15","57844","56243"
"23.12.2019 20:15 - 23.12.2019 20:30","56702","55242"
"23.12.2019 20:30 - 23.12.2019 20:45","56073","54508"
"23.12.2019 20:45 - 23.12.2019 21:00","55172","53705"
"23.12.2019 21:00 - 23.12.2019 21:15","54609","52973"
"23.12.2019 21:15 - 23.12.2019 21:30","54187","52303"
"23.12.2019 21:30 - 23.12.2019 21:45","53388","51733"
"23.12.2019 21:45 - 23.12.2019 22:00","53185","51387"
"23.12.2019 22:00 - 23.12.2019 22:15","53063","50979"
"23.12.2019 22:15 - 23.12.2019 22:30","52323","50362"
"23.12.2019 22:30 - 23.12.2019 22:45","51549","49567"
"23.12.2019 22:45 - 23.12.2019 23:00","50633","48502"
"23.12.2019 23:00 - 23.12.2019 23:15","49552","47287"
"23.12.2019 23:15 - 23.12.2019 23:30","48721","46254"
"23.12.2019 23:30 - 23.12.2019 23:45","47804","45606"
"23.12.2019 23:45 - 24.12.2019 00:00","47120","44955"
"24.12.2019 00:00 - 24.12.2019 00:15","44355","43766"
"24.12.2019 00:15 - 24.12.2019 00:30","43643","43043"
"24.12.2019 00:30 - 24.12.2019 00:45","43119","42754"
"24.12.2019 00:45 - 24.12.2019 01:00","42514","42030"
"24.12.2019 01:00 - 24.12.2019 01:15","42115","41133"
"24.12.2019 01:15 - 24.12.2019 01:30","41421","40619"
"24.12.2019 01:30 - 24.12.2019 01:45","41083","40051"
"24.12.2019 01:45 - 24.12.2019 02:00","40763","40016"
"24.12.2019 02:00 - 24.12.2019 02:15","40474","40138"
"24.12.2019 02:15 - 24.12.2019 02:30","40485","39980"
"24.12.2019 02:30 - 24.12.2019 02:45","40469","39827"
"24.12.2019 02:45 - 24.12.2019 03:00","40533","39787"
"24.12.2019 03:00 - 24.12.2019 03:15","40359","39658"
"24.12.2019 03:15 - 24.12.2019 03:30","40456","39513"
"24.12.2019 03:30 - 24.12.2019 03:45","40641","39499"
"24.12.2019 03:45 - 24.12.2019 04:00","40634","39537"
"24.12.2019 04:00 - 24.12.2019 04:15","40705","40039"
"24.12.2019 04:15 - 24.12.2019 04:30","40989","40300"
"24.12.2019 04:30 - 24.12.2019 04:45","40967","40388"
"24.12.2019 04:45 - 24.12.2019 05:00","41378","40395"
"24.12.2019 05:00 - 24.12.2019 05:15","41920","41202"
"24.12.2019 05:15 - 24.12.2019 05:30","42043","41048"
"24.12.2019 05:30 - 24.12.2019 05:45","42610","41176"
"24.12.2019 05:45 - 24.12.2019 06:00","42890","41280"
"24.12.2019 06:00 - 24.12.2019 06:15","44254","41802"
"24.12.2019 06:15 - 24.12.2019 06:30","45257","41784"
"24.12.2019 06:30 - 24.12.2019 06:45","46051","42031"
"24.12.2019 06:45 - 24.12.2019 07:00","46730","42339"
"24.12.2019 07:00 - 24.12.2019 07:15","48260","43553"
"24.12.2019 07:15 - 24.12.2019 07:30","49082","44237"
"24.12.2019 07:30 - 24.12.2019 07:45","49793","44769"
"24.12.2019 07:45 - 24.12.2019 08:00","50423","45925"
"24.12.2019 08:00 - 24.12.2019 08:15","51201","47070"
"24.12.2019 08:15 - 24.12.2019 08:30","51846","47567"
"24.12.2019 08:30 - 24.12.2019 08:45","52060","48290"
"24.12.2019 08:45 - 24.12.2019 09:00","52597","49055"
"24.12.2019 09:00 - 24.12.2019 09:15","52967","50208"
"24.12.2019 09:15 - 24.12.2019 09:30","53539","50893"
"24.12.2019 09:30 - 24.12.2019 09:45","54168","51546"
"24.12.2019 09:45 - 24.12.2019 10:00","54437","52192"
"24.12.2019 10:00 - 24.12.2019 10:15","54633","52947"
"24.12.2019 10:15 - 24.12.2019 10:30","54994","53385"
"24.12.2019 10:30 - 24.12.2019 10:45","55218","53554"
"24.12.2019 10:45 - 24.12.2019 11:00","55308","53878"
"24.12.2019 11:00 - 24.12.2019 11:15","55463","54256"
"24.12.2019 11:15 - 24.12.2019 11:30","55763","54448"
"24.12.2019 11:30 - 24.12.2019 11:45","56100","54449"
"24.12.2019 11:45 - 24.12.2019 12:00","56501","54267"
"24.12.2019 12:00 - 24.12.2019 12:15","56322","54175"
"24.12.2019 12:15 - 24.12.2019 12:30","56111","53924"
"24.12.2019 12:30 - 24.12.2019 12:45","55995","53850"
"24.12.2019 12:45 - 24.12.2019 13:00","56168","53541"
"24.12.2019 13:00 - 24.12.2019 13:15","55549","53250"
"24.12.2019 13:15 - 24.12.2019 13:30","55159","52721"
"24.12.2019 13:30 - 24.12.2019 13:45","55098","52567"
"24.12.2019 13:45 - 24.12.2019 14:00","54489","52348"
"24.12.2019 14:00 - 24.12.2019 14:15","54254","51459"
"24.12.2019 14:15 - 24.12.2019 14:30","53910","50611"
"24.12.2019 14:30 - 24.12.2019 14:45","53877","50328"
"24.12.2019 14:45 - 24.12.2019 15:00","53727","49814"
"24.12.2019 15:00 - 24.12.2019 15:15","53605","50045"
"24.12.2019 15:15 - 24.12.2019 15:30","53325","49691"
"24.12.2019 15:30 - 24.12.2019 15:45","53228","49802"
"24.12.2019 15:45 - 24.12.2019 16:00","53563","49928"
"24.12.2019 16:00 - 24.12.2019 16:15","54131","50294"
"24.12.2019 16:15 - 24.12.2019 16:30","54467","50744"
"24.12.2019 16:30 - 24.12.2019 16:45","55187","51416"
"24.12.2019 16:45 - 24.12.2019 17:00","56139","52111"
"24.12.2019 17:00 - 24.12.2019 17:15","56857","52818"
"24.12.2019 17:15 - 24.12.2019 17:30","57150","53012"
"24.12.2019 17:30 - 24.12.2019 17:45","57620","53080"
"24.12.2019 17:45 - 24.12.2019 18:00","57671","52722"
"24.12.2019 18:00 - 24.12.2019 18:15","57381","52445"
"24.12.2019 18:15 - 24.12.2019 18:30","56945","51690"
"24.12.2019 18:30 - 24.12.2019 18:45","56582","51039"
"24.12.2019 18:45 - 24.12.2019 19:00","56138","50299"
"24.12.2019 19:00 - 24.12.2019 19:15","55712","49667"
"24.12.2019 19:15 - 24.12.2019 19:30","54922","48838"
"24.12.2019 19:30 - 24.12.2019 19:45","54544","48383"
"24.12.2019 19:45 - 24.12.2019 20:00","54078","47790"
"24.12.2019 20:00 - 24.12.2019 20:15","52850","46809"
"24.12.2019 20:15 - 24.12.2019 20:30","52079","46042"
"24.12.2019 20:30 - 24.12.2019 20:45","51440","45873"
"24.12.2019 20:45 - 24.12.2019 21:00","50783","45528"
"24.12.2019 21:00 - 24.12.2019 21:15","50175","45412"
"24.12.2019 21:15 - 24.12.2019 21:30","49844","45304"
"24.12.2019 21:30 - 24.12.2019 21:45","49528","45174"
"24.12.2019 21:45 - 24.12.2019 22:00","49248","44839"
"24.12.2019 22:00 - 24.12.2019 22:15","49508","45076"
"24.12.2019 22:15 - 24.12.2019 22:30","49271","44995"
"24.12.2019 22:30 - 24.12.2019 22:45","48534","44520"
"24.12.2019 22:45 - 24.12.2019 23:00","47957","44027"
"24.12.2019 23:00 - 24.12.2019 23:15","47206","43537"
"24.12.2019 23:15 - 24.12.2019 23:30","46277","42896"
"24.12.2019 23:30 - 24.12.2019 23:45","45549","42176"
"24.12.2019 23:45 - 25.12.2019 00:00","44926","41659"
"25.12.2019 00:00 - 25.12.2019 00:15","41839","41158"
"25.12.2019 00:15 - 25.12.2019 00:30","41266","40697"
"25.12.2019 00:30 - 25.12.2019 00:45","40622","40291"
"25.12.2019 00:45 - 25.12.2019 01:00","39943","39791"
"25.12.2019 01:00 - 25.12.2019 01:15","39362","39134"
"25.12.2019 01:15 - 25.12.2019 01:30","38922","38518"
"25.12.2019 01:30 - 25.12.2019 01:45","38556","37940"
"25.12.2019 01:45 - 25.12.2019 02:00","38272","37648"
"25.12.2019 02:00 - 25.12.2019 02:15","38008","37165"
"25.12.2019 02:15 - 25.12.2019 02:30","38017","36873"
"25.12.2019 02:30 - 25.12.2019 02:45","38009","36689"
"25.12.2019 02:45 - 25.12.2019 03:00","38055","36593"
"25.12.2019 03:00 - 25.12.2019 03:15","38058","36660"
"25.12.2019 03:15 - 25.12.2019 03:30","38161","36623"
"25.12.2019 03:30 - 25.12.2019 03:45","38297","36582"
"25.12.2019 03:45 - 25.12.2019 04:00","38386","36355"
