"Time (CET)","Germany (DE) > Denmark (DK) [MW]","Denmark (DK) > Germany (DE) [MW]"
"16.02.2018 11:00 - 16.02.2018 12:00","0","287"
"16.02.2018 12:00 - 16.02.2018 13:00","0","270"
"16.02.2018 13:00 - 16.02.2018 14:00","0","262"
"16.02.2018 14:00 - 16.02.2018 15:00","288","0"
"16.02.2018 15:00 - 16.02.2018 16:00","55","0"
"16.02.2018 16:00 - 16.02.2018 17:00","0","182"
"16.02.2018 17:00 - 16.02.2018 18:00","0","580"
"16.02.2018 18:00 - 16.02.2018 19:00","0","853"
"16.02.2018 19:00 - 16.02.2018 20:00","0","923"
"16.02.2018 20:00 - 16.02.2018 21:00","0","922"
"16.02.2018 21:00 - 16.02.2018 22:00","0","967"
"16.02.2018 22:00 - 16.02.2018 23:00","0","967"
"16.02.2018 23:00 - 17.02.2018 00:00","0","1067"
"17.02.2018 00:00 - 17.02.2018 01:00","0","1271"
"17.02.2018 01:00 - 17.02.2018 02:00","0","1820"
"17.02.2018 02:00 - 17.02.2018 03:00","0","1835"
"17.02.2018 03:00 - 17.02.2018 04:00","0","1808"
"17.02.2018 04:00 - 17.02.2018 05:00","0","1883"
"17.02.2018 05:00 - 17.02.2018 06:00","0","1665"
"17.02.2018 06:00 - 17.02.2018 07:00","0","1889"
"17.02.2018 07:00 - 17.02.2018 08:00","0","1860"
"17.02.2018 08:00 - 17.02.2018 09:00","0","1884"
"17.02.2018 09:00 - 17.02.2018 10:00","0","1880"
"17.02.2018 10:00 - 17.02.2018 11:00","0","1817"
"17.02.2018 11:00 - 17.02.2018 12:00","0","1833"
"17.02.2018 12:00 - 17.02.2018 13:00","0","1881"
"17.02.2018 13:00 - 17.02.2018 14:00","0","1897"
"17.02.2018 14:00 - 17.02.2018 15:00","0","1907"
"17.02.2018 15:00 - 17.02.2018 16:00","0","1904"
"17.02.2018 16:00 - 17.02.2018 17:00","0","1898"
"17.02.2018 17:00 - 17.02.2018 18:00","0","1583"
"17.02.2018 18:00 - 17.02.2018 19:00","0","1841"
"17.02.2018 19:00 - 17.02.2018 20:00","0","1687"
"17.02.2018 20:00 - 17.02.2018 21:00","0","1882"
"17.02.2018 21:00 - 17.02.2018 22:00","0","1927"
"17.02.2018 22:00 - 17.02.2018 23:00","0","1936"
"17.02.2018 23:00 - 18.02.2018 00:00","0","1921"
"18.02.2018 00:00 - 18.02.2018 01:00","0","1293"
"18.02.2018 01:00 - 18.02.2018 02:00","0","1901"
"18.02.2018 02:00 - 18.02.2018 03:00","0","1836"
"18.02.2018 03:00 - 18.02.2018 04:00","0","1192"
"18.02.2018 04:00 - 18.02.2018 05:00","0","628"
"18.02.2018 05:00 - 18.02.2018 06:00","0","501"
"18.02.2018 06:00 - 18.02.2018 07:00","566","0"
"18.02.2018 07:00 - 18.02.2018 08:00","804","0"
"18.02.2018 08:00 - 18.02.2018 09:00","0","465"
"18.02.2018 09:00 - 18.02.2018 10:00","0","1085"
"18.02.2018 10:00 - 18.02.2018 11:00","0","1123"
"18.02.2018 11:00 - 18.02.2018 12:00","0","165"
"18.02.2018 12:00 - 18.02.2018 13:00","239","0"
"18.02.2018 13:00 - 18.02.2018 14:00","0","1030"
"18.02.2018 14:00 - 18.02.2018 15:00","0","938"
"18.02.2018 15:00 - 18.02.2018 16:00","0","1838"
"18.02.2018 16:00 - 18.02.2018 17:00","0","1663"
"18.02.2018 17:00 - 18.02.2018 18:00","0","1888"
"18.02.2018 18:00 - 18.02.2018 19:00","0","1877"
"18.02.2018 19:00 - 18.02.2018 20:00","0","1765"
"18.02.2018 20:00 - 18.02.2018 21:00","0","1699"
"18.02.2018 21:00 - 18.02.2018 22:00","0","1296"
"18.02.2018 22:00 - 18.02.2018 23:00","0","1344"
"18.02.2018 23:00 - 19.02.2018 00:00","0","107"
"19.02.2018 00:00 - 19.02.2018 01:00","0","830"
"19.02.2018 01:00 - 19.02.2018 02:00","0","1076"
"19.02.2018 02:00 - 19.02.2018 03:00","0","1301"
"19.02.2018 03:00 - 19.02.2018 04:00","0","1414"
"19.02.2018 04:00 - 19.02.2018 05:00","0","1524"
"19.02.2018 05:00 - 19.02.2018 06:00","0","1416"
"19.02.2018 06:00 - 19.02.2018 07:00","0","1821"
"19.02.2018 07:00 - 19.02.2018 08:00","0","752"
"19.02.2018 08:00 - 19.02.2018 09:00","0","288"
"19.02.2018 09:00 - 19.02.2018 10:00","0","430"
"19.02.2018 10:00 - 19.02.2018 11:00","0","562"
"19.02.2018 11:00 - 19.02.2018 12:00","0","894"
"19.02.2018 12:00 - 19.02.2018 13:00","0","886"
"19.02.2018 13:00 - 19.02.2018 14:00","0","896"
"19.02.2018 14:00 - 19.02.2018 15:00","0","869"
"19.02.2018 15:00 - 19.02.2018 16:00","0","882"
"19.02.2018 16:00 - 19.02.2018 17:00","0","889"
"19.02.2018 17:00 - 19.02.2018 18:00","0","846"
"19.02.2018 18:00 - 19.02.2018 19:00","0","1579"
"19.02.2018 19:00 - 19.02.2018 20:00","0","1925"
"19.02.2018 20:00 - 19.02.2018 21:00","0","1897"
"19.02.2018 21:00 - 19.02.2018 22:00","0","1921"
"19.02.2018 22:00 - 19.02.2018 23:00","0","1960"
"19.02.2018 23:00 - 20.02.2018 00:00","0","1934"
"20.02.2018 00:00 - 20.02.2018 01:00","0","1922"
"20.02.2018 01:00 - 20.02.2018 02:00","0","1916"
"20.02.2018 02:00 - 20.02.2018 03:00","0","1830"
"20.02.2018 03:00 - 20.02.2018 04:00","0","1736"
"20.02.2018 04:00 - 20.02.2018 05:00","0","1841"
"20.02.2018 05:00 - 20.02.2018 06:00","0","1843"
"20.02.2018 06:00 - 20.02.2018 07:00","0","1353"
"20.02.2018 07:00 - 20.02.2018 08:00","0","517"
"20.02.2018 08:00 - 20.02.2018 09:00","336","0"
"20.02.2018 09:00 - 20.02.2018 10:00","431","0"
"20.02.2018 10:00 - 20.02.2018 11:00","0","123"
"20.02.2018 11:00 - 20.02.2018 12:00","0","217"
"20.02.2018 12:00 - 20.02.2018 13:00","0","210"
"20.02.2018 13:00 - 20.02.2018 14:00","0","744"
"20.02.2018 14:00 - 20.02.2018 15:00","0","866"
"20.02.2018 15:00 - 20.02.2018 16:00","0","923"
"20.02.2018 16:00 - 20.02.2018 17:00","0","140"
"20.02.2018 17:00 - 20.02.2018 18:00","1049","0"
"20.02.2018 18:00 - 20.02.2018 19:00","963","0"
"20.02.2018 19:00 - 20.02.2018 20:00","0","278"
"20.02.2018 20:00 - 20.02.2018 21:00","0","1046"
"20.02.2018 21:00 - 20.02.2018 22:00","250","0"
"20.02.2018 22:00 - 20.02.2018 23:00","0","183"
"20.02.2018 23:00 - 21.02.2018 00:00","0","262"
"21.02.2018 00:00 - 21.02.2018 01:00","1217","0"
"21.02.2018 01:00 - 21.02.2018 02:00","1165","0"
"21.02.2018 02:00 - 21.02.2018 03:00","1736","0"
"21.02.2018 03:00 - 21.02.2018 04:00","1281","0"
"21.02.2018 04:00 - 21.02.2018 05:00","1761","0"
"21.02.2018 05:00 - 21.02.2018 06:00","1278","0"
"21.02.2018 06:00 - 21.02.2018 07:00","826","0"
"21.02.2018 07:00 - 21.02.2018 08:00","1605","0"
"21.02.2018 08:00 - 21.02.2018 09:00","1319","0"
"21.02.2018 09:00 - 21.02.2018 10:00","1257","0"
"21.02.2018 10:00 - 21.02.2018 11:00","1293","0"
"21.02.2018 11:00 - 21.02.2018 12:00","1311","0"
"21.02.2018 12:00 - 21.02.2018 13:00","1283","0"
"21.02.2018 13:00 - 21.02.2018 14:00","985","0"
"21.02.2018 14:00 - 21.02.2018 15:00","1141","0"
"21.02.2018 15:00 - 21.02.2018 16:00","899","0"
"21.02.2018 16:00 - 21.02.2018 17:00","701","0"
"21.02.2018 17:00 - 21.02.2018 18:00","1896","0"
"21.02.2018 18:00 - 21.02.2018 19:00","1672","0"
"21.02.2018 19:00 - 21.02.2018 20:00","281","0"
"21.02.2018 20:00 - 21.02.2018 21:00","0","973"
"21.02.2018 21:00 - 21.02.2018 22:00","0","439"
"21.02.2018 22:00 - 21.02.2018 23:00","58","0"
"21.02.2018 23:00 - 22.02.2018 00:00","519","0"
"22.02.2018 00:00 - 22.02.2018 01:00","399","0"
"22.02.2018 01:00 - 22.02.2018 02:00","569","0"
"22.02.2018 02:00 - 22.02.2018 03:00","598","0"
"22.02.2018 03:00 - 22.02.2018 04:00","881","0"
"22.02.2018 04:00 - 22.02.2018 05:00","1123","0"
"22.02.2018 05:00 - 22.02.2018 06:00","1144","0"
"22.02.2018 06:00 - 22.02.2018 07:00","1037","0"
"22.02.2018 07:00 - 22.02.2018 08:00","1856","0"
"22.02.2018 08:00 - 22.02.2018 09:00","1268","0"
"22.02.2018 09:00 - 22.02.2018 10:00","1234","0"
"22.02.2018 10:00 - 22.02.2018 11:00","1174","0"
"22.02.2018 11:00 - 22.02.2018 12:00","1132","0"
"22.02.2018 12:00 - 22.02.2018 13:00","1190","0"
"22.02.2018 13:00 - 22.02.2018 14:00","1223","0"
"22.02.2018 14:00 - 22.02.2018 15:00","1227","0"
"22.02.2018 15:00 - 22.02.2018 16:00","1214","0"
"22.02.2018 16:00 - 22.02.2018 17:00","968","0"
"22.02.2018 17:00 - 22.02.2018 18:00","1923","0"
"22.02.2018 18:00 - 22.02.2018 19:00","1822","0"
"22.02.2018 19:00 - 22.02.2018 20:00","812","0"
"22.02.2018 20:00 - 22.02.2018 21:00","495","0"
"22.02.2018 21:00 - 22.02.2018 22:00","251","0"
"22.02.2018 22:00 - 22.02.2018 23:00","0","474"
"22.02.2018 23:00 - 23.02.2018 00:00","0","70"
"23.02.2018 00:00 - 23.02.2018 01:00","591","0"
"23.02.2018 01:00 - 23.02.2018 02:00","813","0"
"23.02.2018 02:00 - 23.02.2018 03:00","713","0"
"23.02.2018 03:00 - 23.02.2018 04:00","937","0"
"23.02.2018 04:00 - 23.02.2018 05:00","1199","0"
"23.02.2018 05:00 - 23.02.2018 06:00","98","0"
"23.02.2018 06:00 - 23.02.2018 07:00","0","1159"
"23.02.2018 07:00 - 23.02.2018 08:00","0","132"
"23.02.2018 08:00 - 23.02.2018 09:00","701","0"
"23.02.2018 09:00 - 23.02.2018 10:00","832","0"
"23.02.2018 10:00 - 23.02.2018 11:00","789","0"
"23.02.2018 11:00 - 23.02.2018 12:00","1184","0"
"23.02.2018 12:00 - 23.02.2018 13:00","1205","0"
"23.02.2018 13:00 - 23.02.2018 14:00","1204","0"
"23.02.2018 14:00 - 23.02.2018 15:00","1151","0"
"23.02.2018 15:00 - 23.02.2018 16:00","1185","0"
"23.02.2018 16:00 - 23.02.2018 17:00","660","0"
"23.02.2018 17:00 - 23.02.2018 18:00","729","0"
"23.02.2018 18:00 - 23.02.2018 19:00","263","0"
"23.02.2018 19:00 - 23.02.2018 20:00","0","1090"
"23.02.2018 20:00 - 23.02.2018 21:00","0","1493"
"23.02.2018 21:00 - 23.02.2018 22:00","0","336"
"23.02.2018 22:00 - 23.02.2018 23:00","0","157"
"23.02.2018 23:00 - 24.02.2018 00:00","1178","0"
"24.02.2018 00:00 - 24.02.2018 01:00","1804","0"
"24.02.2018 01:00 - 24.02.2018 02:00","1850","0"
"24.02.2018 02:00 - 24.02.2018 03:00","1765","0"
"24.02.2018 03:00 - 24.02.2018 04:00","1818","0"
"24.02.2018 04:00 - 24.02.2018 05:00","1574","0"
"24.02.2018 05:00 - 24.02.2018 06:00","1384","0"
"24.02.2018 06:00 - 24.02.2018 07:00","1497","0"
"24.02.2018 07:00 - 24.02.2018 08:00","1311","0"
"24.02.2018 08:00 - 24.02.2018 09:00","2049","0"
"24.02.2018 09:00 - 24.02.2018 10:00","2076","0"
"24.02.2018 10:00 - 24.02.2018 11:00","2021","0"
"24.02.2018 11:00 - 24.02.2018 12:00","2038","0"
"24.02.2018 12:00 - 24.02.2018 13:00","2122","0"
"24.02.2018 13:00 - 24.02.2018 14:00","2155","0"
"24.02.2018 14:00 - 24.02.2018 15:00","2127","0"
"24.02.2018 15:00 - 24.02.2018 16:00","2122","0"
"24.02.2018 16:00 - 24.02.2018 17:00","2110","0"
"24.02.2018 17:00 - 24.02.2018 18:00","2111","0"
"24.02.2018 18:00 - 24.02.2018 19:00","1715","0"
"24.02.2018 19:00 - 24.02.2018 20:00","2087","0"
"24.02.2018 20:00 - 24.02.2018 21:00","2085","0"
"24.02.2018 21:00 - 24.02.2018 22:00","2106","0"
"24.02.2018 22:00 - 24.02.2018 23:00","2077","0"
"24.02.2018 23:00 - 25.02.2018 00:00","2056","0"
"25.02.2018 00:00 - 25.02.2018 01:00","2125","0"
"25.02.2018 01:00 - 25.02.2018 02:00","2116","0"
"25.02.2018 02:00 - 25.02.2018 03:00","2115","0"
"25.02.2018 03:00 - 25.02.2018 04:00","2066","0"
"25.02.2018 04:00 - 25.02.2018 05:00","2087","0"
"25.02.2018 05:00 - 25.02.2018 06:00","2097","0"
"25.02.2018 06:00 - 25.02.2018 07:00","2081","0"
"25.02.2018 07:00 - 25.02.2018 08:00","2031","0"
"25.02.2018 08:00 - 25.02.2018 09:00","1946","0"
"25.02.2018 09:00 - 25.02.2018 10:00","1412","0"
"25.02.2018 10:00 - 25.02.2018 11:00","1221","0"
"25.02.2018 11:00 - 25.02.2018 12:00","1763","0"
"25.02.2018 12:00 - 25.02.2018 13:00","2026","0"
"25.02.2018 13:00 - 25.02.2018 14:00","1944","0"
"25.02.2018 14:00 - 25.02.2018 15:00","1835","0"
"25.02.2018 15:00 - 25.02.2018 16:00","1550","0"
"25.02.2018 16:00 - 25.02.2018 17:00","1368","0"
"25.02.2018 17:00 - 25.02.2018 18:00","202","0"
"25.02.2018 18:00 - 25.02.2018 19:00","0","747"
"25.02.2018 19:00 - 25.02.2018 20:00","0","850"
"25.02.2018 20:00 - 25.02.2018 21:00","35","0"
"25.02.2018 21:00 - 25.02.2018 22:00","1097","0"
"25.02.2018 22:00 - 25.02.2018 23:00","7","0"
"25.02.2018 23:00 - 26.02.2018 00:00","992","0"
"26.02.2018 00:00 - 26.02.2018 01:00","1804","0"
"26.02.2018 01:00 - 26.02.2018 02:00","1627","0"
"26.02.2018 02:00 - 26.02.2018 03:00","1618","0"
"26.02.2018 03:00 - 26.02.2018 04:00","1724","0"
"26.02.2018 04:00 - 26.02.2018 05:00","1953","0"
"26.02.2018 05:00 - 26.02.2018 06:00","1424","0"
"26.02.2018 06:00 - 26.02.2018 07:00","0","224"
"26.02.2018 07:00 - 26.02.2018 08:00","0","275"
"26.02.2018 08:00 - 26.02.2018 09:00","725","0"
"26.02.2018 09:00 - 26.02.2018 10:00","1148","0"
"26.02.2018 10:00 - 26.02.2018 11:00","1172","0"
"26.02.2018 11:00 - 26.02.2018 12:00","1302","0"
"26.02.2018 12:00 - 26.02.2018 13:00","1358","0"
"26.02.2018 13:00 - 26.02.2018 14:00","1291","0"
"26.02.2018 14:00 - 26.02.2018 15:00","1050","0"
"26.02.2018 15:00 - 26.02.2018 16:00","581","0"
"26.02.2018 16:00 - 26.02.2018 17:00","86","0"
"26.02.2018 17:00 - 26.02.2018 18:00","0","180"
"26.02.2018 18:00 - 26.02.2018 19:00","0","546"
"26.02.2018 19:00 - 26.02.2018 20:00","0","1098"
"26.02.2018 20:00 - 26.02.2018 21:00","0","1499"
"26.02.2018 21:00 - 26.02.2018 22:00","0","1466"
"26.02.2018 22:00 - 26.02.2018 23:00","0","1325"
"26.02.2018 23:00 - 27.02.2018 00:00","0","1197"
"27.02.2018 00:00 - 27.02.2018 01:00","0","1778"
"27.02.2018 01:00 - 27.02.2018 02:00","0","1335"
"27.02.2018 02:00 - 27.02.2018 03:00","0","553"
"27.02.2018 03:00 - 27.02.2018 04:00","0","622"
"27.02.2018 04:00 - 27.02.2018 05:00","0","1596"
"27.02.2018 05:00 - 27.02.2018 06:00","0","1934"
"27.02.2018 06:00 - 27.02.2018 07:00","0","1923"
"27.02.2018 07:00 - 27.02.2018 08:00","0","1820"
"27.02.2018 08:00 - 27.02.2018 09:00","0","876"
"27.02.2018 09:00 - 27.02.2018 10:00","0","794"
"27.02.2018 10:00 - 27.02.2018 11:00","0","821"
"27.02.2018 11:00 - 27.02.2018 12:00","0","748"
"27.02.2018 12:00 - 27.02.2018 13:00","0","768"
"27.02.2018 13:00 - 27.02.2018 14:00","0","756"
"27.02.2018 14:00 - 27.02.2018 15:00","0","355"
"27.02.2018 15:00 - 27.02.2018 16:00","0","624"
"27.02.2018 16:00 - 27.02.2018 17:00","0","545"
"27.02.2018 17:00 - 27.02.2018 18:00","0","807"
"27.02.2018 18:00 - 27.02.2018 19:00","0","826"
"27.02.2018 19:00 - 27.02.2018 20:00","0","1070"
"27.02.2018 20:00 - 27.02.2018 21:00","0","808"
"27.02.2018 21:00 - 27.02.2018 22:00","0","637"
"27.02.2018 22:00 - 27.02.2018 23:00","422","0"
"27.02.2018 23:00 - 28.02.2018 00:00","415","0"
"28.02.2018 00:00 - 28.02.2018 01:00","159","0"
"28.02.2018 01:00 - 28.02.2018 02:00","0","173"
"28.02.2018 02:00 - 28.02.2018 03:00","32","0"
"28.02.2018 03:00 - 28.02.2018 04:00","224","0"
"28.02.2018 04:00 - 28.02.2018 05:00","378","0"
"28.02.2018 05:00 - 28.02.2018 06:00","499","0"
"28.02.2018 06:00 - 28.02.2018 07:00","0","388"
"28.02.2018 07:00 - 28.02.2018 08:00","295","0"
"28.02.2018 08:00 - 28.02.2018 09:00","598","0"
"28.02.2018 09:00 - 28.02.2018 10:00","884","0"
"28.02.2018 10:00 - 28.02.2018 11:00","1763","0"
"28.02.2018 11:00 - 28.02.2018 12:00","2059","0"
"28.02.2018 12:00 - 28.02.2018 13:00","1866","0"
"28.02.2018 13:00 - 28.02.2018 14:00","1623","0"
"28.02.2018 14:00 - 28.02.2018 15:00","1599","0"
"28.02.2018 15:00 - 28.02.2018 16:00","1559","0"
"28.02.2018 16:00 - 28.02.2018 17:00","1551","0"
"28.02.2018 17:00 - 28.02.2018 18:00","1191","0"
"28.02.2018 18:00 - 28.02.2018 19:00","1058","0"
"28.02.2018 19:00 - 28.02.2018 20:00","1100","0"
"28.02.2018 20:00 - 28.02.2018 21:00","1379","0"
"28.02.2018 21:00 - 28.02.2018 22:00","1749","0"
"28.02.2018 22:00 - 28.02.2018 23:00","1578","0"
"28.02.2018 23:00 - 01.03.2018 00:00","1240","0"
"01.03.2018 00:00 - 01.03.2018 01:00","847","0"
"01.03.2018 01:00 - 01.03.2018 02:00","968","0"
"01.03.2018 02:00 - 01.03.2018 03:00","1386","0"
"01.03.2018 03:00 - 01.03.2018 04:00","1375","0"
"01.03.2018 04:00 - 01.03.2018 05:00","1120","0"
"01.03.2018 05:00 - 01.03.2018 06:00","1017","0"
"01.03.2018 06:00 - 01.03.2018 07:00","1439","0"
"01.03.2018 07:00 - 01.03.2018 08:00","1594","0"
"01.03.2018 08:00 - 01.03.2018 09:00","1252","0"
"01.03.2018 09:00 - 01.03.2018 10:00","1280","0"
"01.03.2018 10:00 - 01.03.2018 11:00","1676","0"
"01.03.2018 11:00 - 01.03.2018 12:00","1888","0"
"01.03.2018 12:00 - 01.03.2018 13:00","1910","0"
"01.03.2018 13:00 - 01.03.2018 14:00","1935","0"
"01.03.2018 14:00 - 01.03.2018 15:00","1945","0"
"01.03.2018 15:00 - 01.03.2018 16:00","1999","0"
"01.03.2018 16:00 - 01.03.2018 17:00","1942","0"
"01.03.2018 17:00 - 01.03.2018 18:00","1920","0"
"01.03.2018 18:00 - 01.03.2018 19:00","1978","0"
"01.03.2018 19:00 - 01.03.2018 20:00","1658","0"
"01.03.2018 20:00 - 01.03.2018 21:00","1761","0"
"01.03.2018 21:00 - 01.03.2018 22:00","1684","0"
"01.03.2018 22:00 - 01.03.2018 23:00","1599","0"
"01.03.2018 23:00 - 02.03.2018 00:00","757","0"
"02.03.2018 00:00 - 02.03.2018 01:00","763","0"
"02.03.2018 01:00 - 02.03.2018 02:00","388","0"
"02.03.2018 02:00 - 02.03.2018 03:00","611","0"
"02.03.2018 03:00 - 02.03.2018 04:00","585","0"
"02.03.2018 04:00 - 02.03.2018 05:00","772","0"
"02.03.2018 05:00 - 02.03.2018 06:00","1015","0"
"02.03.2018 06:00 - 02.03.2018 07:00","874","0"
"02.03.2018 07:00 - 02.03.2018 08:00","1295","0"
"02.03.2018 08:00 - 02.03.2018 09:00","1274","0"
"02.03.2018 09:00 - 02.03.2018 10:00","1106","0"
"02.03.2018 10:00 - 02.03.2018 11:00","1799","0"
"02.03.2018 11:00 - 02.03.2018 12:00","1910","0"
"02.03.2018 12:00 - 02.03.2018 13:00","1759","0"
"02.03.2018 13:00 - 02.03.2018 14:00","1796","0"
"02.03.2018 14:00 - 02.03.2018 15:00","1835","0"
"02.03.2018 15:00 - 02.03.2018 16:00","1850","0"
"02.03.2018 16:00 - 02.03.2018 17:00","1461","0"
"02.03.2018 17:00 - 02.03.2018 18:00","941","0"
"02.03.2018 18:00 - 02.03.2018 19:00","268","0"
"02.03.2018 19:00 - 02.03.2018 20:00","0","107"
"02.03.2018 20:00 - 02.03.2018 21:00","0","447"
"02.03.2018 21:00 - 02.03.2018 22:00","0","128"
"02.03.2018 22:00 - 02.03.2018 23:00","0","482"
"02.03.2018 23:00 - 03.03.2018 00:00","0","294"
"03.03.2018 00:00 - 03.03.2018 01:00","380","0"
"03.03.2018 01:00 - 03.03.2018 02:00","802","0"
"03.03.2018 02:00 - 03.03.2018 03:00","1312","0"
"03.03.2018 03:00 - 03.03.2018 04:00","1504","0"
"03.03.2018 04:00 - 03.03.2018 05:00","1618","0"
"03.03.2018 05:00 - 03.03.2018 06:00","1831","0"
"03.03.2018 06:00 - 03.03.2018 07:00","2035","0"
"03.03.2018 07:00 - 03.03.2018 08:00","2136","0"
"03.03.2018 08:00 - 03.03.2018 09:00","1989","0"
"03.03.2018 09:00 - 03.03.2018 10:00","2155","0"
"03.03.2018 10:00 - 03.03.2018 11:00","2103","0"
"03.03.2018 11:00 - 03.03.2018 12:00","2030","0"
"03.03.2018 12:00 - 03.03.2018 13:00","2050","0"
"03.03.2018 13:00 - 03.03.2018 14:00","2080","0"
"03.03.2018 14:00 - 03.03.2018 15:00","2091","0"
"03.03.2018 15:00 - 03.03.2018 16:00","2113","0"
"03.03.2018 16:00 - 03.03.2018 17:00","2054","0"
"03.03.2018 17:00 - 03.03.2018 18:00","2064","0"
"03.03.2018 18:00 - 03.03.2018 19:00","2083","0"
"03.03.2018 19:00 - 03.03.2018 20:00","1667","0"
"03.03.2018 20:00 - 03.03.2018 21:00","1230","0"
"03.03.2018 21:00 - 03.03.2018 22:00","1451","0"
"03.03.2018 22:00 - 03.03.2018 23:00","1116","0"
"03.03.2018 23:00 - 04.03.2018 00:00","1283","0"
"04.03.2018 00:00 - 04.03.2018 01:00","1981","0"
"04.03.2018 01:00 - 04.03.2018 02:00","2007","0"
"04.03.2018 02:00 - 04.03.2018 03:00","2077","0"
"04.03.2018 03:00 - 04.03.2018 04:00","2096","0"
"04.03.2018 04:00 - 04.03.2018 05:00","2006","0"
"04.03.2018 05:00 - 04.03.2018 06:00","1989","0"
"04.03.2018 06:00 - 04.03.2018 07:00","1969","0"
"04.03.2018 07:00 - 04.03.2018 08:00","2005","0"
"04.03.2018 08:00 - 04.03.2018 09:00","1860","0"
"04.03.2018 09:00 - 04.03.2018 10:00","1623","0"
"04.03.2018 10:00 - 04.03.2018 11:00","1551","0"
"04.03.2018 11:00 - 04.03.2018 12:00","1348","0"
"04.03.2018 12:00 - 04.03.2018 13:00","1355","0"
"04.03.2018 13:00 - 04.03.2018 14:00","1290","0"
"04.03.2018 14:00 - 04.03.2018 15:00","1294","0"
"04.03.2018 15:00 - 04.03.2018 16:00","1387","0"
"04.03.2018 16:00 - 04.03.2018 17:00","1320","0"
"04.03.2018 17:00 - 04.03.2018 18:00","1690","0"
"04.03.2018 18:00 - 04.03.2018 19:00","1590","0"
"04.03.2018 19:00 - 04.03.2018 20:00","1590","0"
"04.03.2018 20:00 - 04.03.2018 21:00","1654","0"
"04.03.2018 21:00 - 04.03.2018 22:00","1598","0"
"04.03.2018 22:00 - 04.03.2018 23:00","1308","0"
"04.03.2018 23:00 - 05.03.2018 00:00","1248","0"
"05.03.2018 00:00 - 05.03.2018 01:00","1355","0"
"05.03.2018 01:00 - 05.03.2018 02:00","1414","0"
"05.03.2018 02:00 - 05.03.2018 03:00","1206","0"
"05.03.2018 03:00 - 05.03.2018 04:00","1098","0"
"05.03.2018 04:00 - 05.03.2018 05:00","747","0"
"05.03.2018 05:00 - 05.03.2018 06:00","711","0"
"05.03.2018 06:00 - 05.03.2018 07:00","0","812"
"05.03.2018 07:00 - 05.03.2018 08:00","0","823"
"05.03.2018 08:00 - 05.03.2018 09:00","0","200"
"05.03.2018 09:00 - 05.03.2018 10:00","0","283"
"05.03.2018 10:00 - 05.03.2018 11:00","0","97"
"05.03.2018 11:00 - 05.03.2018 12:00","0","32"
"05.03.2018 12:00 - 05.03.2018 13:00","302","0"
"05.03.2018 13:00 - 05.03.2018 14:00","468","0"
"05.03.2018 14:00 - 05.03.2018 15:00","0","226"
"05.03.2018 15:00 - 05.03.2018 16:00","0","803"
"05.03.2018 16:00 - 05.03.2018 17:00","0","1655"
"05.03.2018 17:00 - 05.03.2018 18:00","0","1414"
"05.03.2018 18:00 - 05.03.2018 19:00","0","1408"
"05.03.2018 19:00 - 05.03.2018 20:00","0","1884"
"05.03.2018 20:00 - 05.03.2018 21:00","0","1866"
"05.03.2018 21:00 - 05.03.2018 22:00","0","1902"
"05.03.2018 22:00 - 05.03.2018 23:00","0","1919"
"05.03.2018 23:00 - 06.03.2018 00:00","0","1538"
"06.03.2018 00:00 - 06.03.2018 01:00","0","1414"
"06.03.2018 01:00 - 06.03.2018 02:00","0","721"
"06.03.2018 02:00 - 06.03.2018 03:00","394","0"
"06.03.2018 03:00 - 06.03.2018 04:00","1406","0"
"06.03.2018 04:00 - 06.03.2018 05:00","1522","0"
"06.03.2018 05:00 - 06.03.2018 06:00","629","0"
"06.03.2018 06:00 - 06.03.2018 07:00","0","286"
"06.03.2018 07:00 - 06.03.2018 08:00","41","0"
"06.03.2018 08:00 - 06.03.2018 09:00","827","0"
"06.03.2018 09:00 - 06.03.2018 10:00","824","0"
"06.03.2018 10:00 - 06.03.2018 11:00","970","0"
"06.03.2018 11:00 - 06.03.2018 12:00","0","39"
"06.03.2018 12:00 - 06.03.2018 13:00","0","865"
"06.03.2018 13:00 - 06.03.2018 14:00","0","559"
"06.03.2018 14:00 - 06.03.2018 15:00","0","983"
"06.03.2018 15:00 - 06.03.2018 16:00","0","1468"
"06.03.2018 16:00 - 06.03.2018 17:00","0","1387"
"06.03.2018 17:00 - 06.03.2018 18:00","0","1249"
"06.03.2018 18:00 - 06.03.2018 19:00","0","1723"
"06.03.2018 19:00 - 06.03.2018 20:00","0","1862"
"06.03.2018 20:00 - 06.03.2018 21:00","0","1898"
"06.03.2018 21:00 - 06.03.2018 22:00","0","1857"
"06.03.2018 22:00 - 06.03.2018 23:00","0","1899"
"06.03.2018 23:00 - 07.03.2018 00:00","0","1657"
"07.03.2018 00:00 - 07.03.2018 01:00","0","1606"
"07.03.2018 01:00 - 07.03.2018 02:00","0","1722"
"07.03.2018 02:00 - 07.03.2018 03:00","0","1259"
"07.03.2018 03:00 - 07.03.2018 04:00","0","1011"
"07.03.2018 04:00 - 07.03.2018 05:00","0","1549"
"07.03.2018 05:00 - 07.03.2018 06:00","0","1864"
"07.03.2018 06:00 - 07.03.2018 07:00","0","1882"
"07.03.2018 07:00 - 07.03.2018 08:00","0","1778"
"07.03.2018 08:00 - 07.03.2018 09:00","0","1652"
"07.03.2018 09:00 - 07.03.2018 10:00","0","1242"
